AZN.L,HSBA.L,RMV.L
1435.875,254.987961,29.904076
1447.344727,247.06337,30.110882
1440.244141,243.800217,30.02816
1476.837402,245.431732,29.842035
1465.914429,244.033264,28.601202
1489.945923,243.334106,28.952768
1458.814331,238.672516,28.456436
1471.921997,238.905609,28.580523
1474.65332,241.539352,28.890728
1483.938354,235.642471,28.601202
1471.921997,237.740265,28.82869
1473.560547,238.322845,28.704613
1458.541016,234.243988,29.076855
1478.749268,237.50708,29.490471
1444.067505,233.218491,29.118214
1447.071655,237.273987,28.932087
1461.544922,236.085327,29.014812
1474.107056,234.33725,28.642565
1474.380249,229.815491,27.898062
1465.641724,233.078598,27.753302
1449.80249,230.747849,28.063501
1463.72937,233.311707,28.559845
1468.372192,238.113129,29.469793
1486.39563,247.529449,30.02816
1508.78894,250.139999,29.366383
1501.415161,254.055649,29.779993
1506.604004,260.581879,31.268997
1532.000854,256.386475,30.938107
1550.024414,259.04361,32.923439
1551.116699,267.201294,35.673954
1571.870972,267.807343,34.867409
1540.739624,265.686401,34.722649
1545.655396,264.54422,33.688625
1530.908325,266.455536,33.378414
1547.020264,277.829742,34.805367
1530.908325,282.374756,34.536522
1519.712036,296.429321,34.801239
1528.723877,293.212952,34.809505
1523.190796,292.373779,34.883949
1506.315796,308.129913,34.536522
1545.045654,310.92688,34.991505
1542.555542,311.859161,34.726788
1537.299805,305.286469,34.478611
1549.19519,304.400635,34.743328
1551.13147,311.859161,34.850872
1530.383667,303.002289,35.140392
1530.106934,297.408356,33.833382
1540.619141,305.799103,33.709301
1537.853027,302.059326,34.693699
1530.93689,303.374664,35.438194
1553.62146,309.622528,42.064243
1559.708008,311.971313,43.677319
1565.517212,315.21286,44.587273
1572.986206,314.085327,45.083599
1587.37207,311.736481,45.290413
1571.326538,315.729431,44.256393
1580.179077,302.482117,43.842773
1565.517212,300.790863,43.181
1535.363159,302.529053,43.801407
1525.95752,309.246796,44.752712
1542.555542,312.394196,45.910831
1524.297363,307.367645,48.640659
1507.975586,310.562164,48.764744
1488.886963,307.367645,48.930183
1504.932129,307.4617,48.806095
1515.998047,310.515137,48.35112
1512.955078,314.977966,48.475204
1517.93457,328.835999,48.806095
1531.490112,336.915894,47.896168
1538.129395,342.928986,47.647991
1548.641968,338.982849,46.738049
1557.771362,335.083893,46.48988
1548.088257,334.050385,46.572601
1518.764648,330.433136,45.290413
1522.360962,330.809052,45.828102
1564.963989,339.781494,46.365795
1568.560303,340.955872,46.862133
1551.408325,336.352264,45.910831
1529.830322,327.896576,45.414497
1527.617432,322.494263,44.132298
1539.236328,324.09137,44.711349
1539.512939,329.869476,47.151665
1524.574341,331.748566,48.0616
1527.893921,334.520142,49.136993
1533.42627,336.727966,48.39249
1552.237915,337.291779,48.433849
1534.810547,330.761993,46.862133
1541.172363,339.640594,48.317478
1531.213013,332.54715,47.444275
1520.700928,326.017365,47.111618
1557.494629,333.486755,47.319538
1528.170044,326.017365,46.778976
1521.531006,330.24527,46.612644
1526.51062,324.185394,46.279999
1532.043579,328.178345,45.864178
1535.639404,322.259155,44.076183
1565.793945,319.675507,44.82465
1543.108521,315.400635,42.870319
1522.637451,319.957458,42.828751
1517.104858,316.48114,43.826698
1505.48584,324.138245,43.993031
1488.610474,313.568695,43.743538
1494.973389,318.031372,43.743538
1494.697021,314.508148,43.951435
1491.930054,320.990936,43.951435
1514.891479,325.171753,44.367252
1505.48584,338.231323,44.325668
1519.871216,341.096771,44.866234
1520.147705,344.103302,44.866234
1527.063721,348.378357,45.822594
1525.403809,357.585632,47.610588
1489.440186,350.02243,47.402695
1498.569458,350.895477,47.277939
1497.463501,346.497467,47.361115
1491.099854,346.119202,47.402695
1511.571411,355.340729,46.612644
1499.676392,348.530884,45.656277
1537.022827,350.517059,46.778976
1511.571411,333.681763,45.697857
1512.125244,334.012634,45.614693
1503.272705,334.343689,44.658325
1523.190796,343.328918,45.115711
1529.830322,341.768341,46.363155
1533.703125,341.673676,41.572987
1572.986206,342.19397,41.41497
1562.473999,337.086609,40.916004
1550.578735,328.716187,40.583351
1546.9823,330.560516,39.419079
1546.9823,337.181091,39.419079
1561.92041,332.641357,38.587456
1555.281128,340.444214,39.236115
1564.963989,331.884674,39.460663
1572.986206,335.289429,40.500187
1559.154175,323.514191,40.342182
1561.92041,321.575226,40.109329
1569.666626,332.215607,39.710136
1598.437012,332.49942,40.184166
1599.267578,337.654022,40.583351
1609.779663,339.971344,40.749676
1621.121948,337.512146,40.916004
1608.396606,335.998993,40.83284
